MovieID,Title,Genres,Original Title,Year
641,Little IndianBig City,Comedy,Un indien dans la ville,1994
642,Roula,Drama,,1995
643,Peanuts - Die Bank zahlt alles,Comedy,,1996
644,Happy Weekend,Comedy,,1996
645,Nelly & Monsieur Arnaud,Drama,,1995
647,Courage Under Fire,Drama|War,,1996
648,Mission: Impossible,Action|Adventure|Mystery,,1996
649,Cold Fever,Comedy|Drama,Á köldum klaka,1994
650,Moll Flanders,Drama,,1996
651,SuperweibDas,Comedy,,1996
652,301302,Mystery,,1995
653,Dragonheart,Action|Adventure|Fantasy,,1996
654,Und keiner weint mir nach,Drama|Romance,,1996
655,Mutters Courage,Comedy,,1995
656,Eddie,Comedy,,1996
657,Yankee Zulu,Comedy|Drama,,1994
658,Billy's Holiday,Drama,,1995
659,Purple Noon,Crime|Thriller,,1960
660,August,Drama,,1996
661,James and the Giant Peach,Animation|Children's|Musical,,1996
662,Fear,Thriller,,1996
663,Kids in the Hall: Brain Candy,Comedy,,1996
664,Faithful,Comedy,,1996
665,Underground,War,,1995
666,All Things Fair,Drama,,1996
667,Bloodsport 2,Action,,1995
668,Pather Panchali,Drama,,1955
669,Aparajito,Drama,,1956
670,The world of apu,Drama,Apur Sansar,1959
671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,,1996
672,Tarantella,Drama,,1995
673,Space Jam,Adventure|Animation|Children's|Comedy|Fantasy,,1996
674,Barbarella,Adventure|Sci-Fi,,1968
675,Hostile Intentions,Action|Drama|Thriller,,1994
676,They Bite,Drama,,1996
678,Some Folks Call It a Sling Blade,Drama|Thriller,,1993
679,The run of the country,Drama,,1995
680,Alphaville,Sci-Fi,,1965
681,Clean Slate,Crime,Coup de Torchon,1981
682,Tigrero: A Film That Was Never Made,Documentary|Drama,,1994
683,The eye of vichy,Documentary,Oeil de VichyL',1993
684,Windows,Drama,,1980
685,It's My Party,Drama,,1995
687,Country Life,Drama|Romance,,1994
688,Operation Dumbo Drop,Action|Adventure|Comedy|War,,1995
690,The promise,Romance,VersprechenDas,1994
691,Mrs. Winterbourne,Comedy|Romance,,1996
692,Solo,Action|Sci-Fi|Thriller,,1996
693,Under the Domin Tree,Drama,Etz Hadomim Tafus,1994
694,The substitute,Action,,1996
695,True Crime,Mystery|Thriller,,1995
696,Butterfly Kiss,Thriller,,1995
697,Feeling Minnesota,Drama|Romance,,1996
698,Delta of Venus,Drama,,1994
699,To Cross the Rubicon,Drama,,1991
700,Angus,Comedy,,1995
701,Daens,Drama,,1992
702,Faces,Drama,,1968
703,Boys,Drama,,1996
704,The quest,Action|Adventure,,1996
705,Cosi,Comedy,,1996
706,Sunset Park,Drama,,1996
707,Mulholland Falls,Crime|Film-Noir|Thriller,,1996
708,The truth about cats & dogs,Comedy|Romance,,1996
709,Oliver & Company,Animation|Children's,,1988
710,Celtic Pride,Comedy,,1996
711,Flipper,Adventure|Children's,,1996
712,Captives,Drama,,1994
713,Of Love and Shadows,Drama,,1994
714,Dead Man,Western,,1995
715,The horseman on the roof,Drama,Le hussard sur le toit,1995
716,Switchblade Sisters,Crime,,1975
717,Mouth to Mouth,Comedy,Boca a boca,1995
718,The visitors,Comedy|Sci-Fi,Les Visiteurs,1993
719,Multiplicity,Comedy,,1996
720,Wallace & Gromit: The Best of Aardman Animation,Animation,,1996
721,Halfmoon,Drama,Paul Bowles - Halbmond,1995
722,The haunted world of edward d. wood jr.,Documentary,,1995
723,Two Friends,Drama,,1986
724,The craft,Drama|Horror,,1996
725,The great white hype,Comedy,,1996
726,Last Dance,Drama,,1996
727,War Stories,Documentary,,1995
728,Cold Comfort Farm,Comedy,,1995
729,Institute Benjamentaor This Dream People Call Human Life,Drama,,1995
730,The low life,Drama,,1994
731,Heaven's Prisoners,Mystery|Thriller,,1996
732,Original Gangstas,Crime,,1996
733,The rock,Action|Adventure|Thriller,,1996
734,Getting Away With Murder,Comedy,,1996
735,Cemetery Man,Comedy|Horror,Dellamorte Dellamore,1994
736,Twister,Action|Adventure|Romance|Thriller,,1996
737,Barb Wire,Action|Sci-Fi,,1996
738,Le garcu,Drama,,1995
739,Honigmond,Comedy,,1996
741,Ghost in the Shell,Animation|Sci-Fi,Kokaku kidotai,1995
742,Thinner,Horror|Thriller,,1996
743,Spy Hard,Comedy,,1996
744,Brothers in Trouble,Drama,,1995
745,A close shave,Animation|Comedy|Thriller,,1995
746,Force of Evil,Film-Noir,,1948
747,The stupids,Comedy,,1996
748,The arrival,Action|Sci-Fi|Thriller,,1996
749,The man from down under,Drama,,1943
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Sci-Fi|War,,1963
751,Careful,Comedy,,1992
752,Vermont Is For Lovers,Comedy|Romance,,1992
753,A month by the lake,Comedy|Drama,,1995
754,Gold Diggers: The Secret of Bear Mountain,Adventure|Children's,,1995
755,Kim,Children's|Drama,,1950
756,Carmen Miranda: Bananas Is My Business,Documentary,,1994
757,Ashes of Time,Drama,,1994
758,The jar,Drama,Khomreh,1992
759,Maya Lin: A Strong Clear Vision,Documentary,,1994
760,Stalingrad,War,,1993
761,The phantom,Adventure,,1996
762,Striptease,Comedy|Crime,,1996
763,The last of the high kings,Drama, Summer Fling,1996
764,Heavy,Drama|Romance,,1995
765,Jack,Comedy|Drama,,1996
766,I Shot Andy Warhol,Drama,,1996
767,The grass harp,Drama,,1995
768,Someone Else's America,Drama,,1995
769,Marlene Dietrich: Shadow and Light,Documentary,,1996
770,Costa Brava,Drama,,1946
771,La vie est belle,Comedy|Drama,Life is Rosey,1987
772,Quartier Mozart,Comedy,,1992
773,Touki Bouki,Drama,Journey of the Hyena,1973
774,Wend Kuuni,Drama,God's Gift,1982
775,Spirits of the Dead,Horror,Tre Passi nel Delirio,1968
776,Babyfever,Comedy|Drama,,1994
777,Pharaoh's Army,War,,1995
778,Trainspotting,Drama,,1996
779,'Til There Was You,Drama|Romance,,1997
780,Independence Day,Action|Sci-Fi|War,ID4,1996
781,Stealing Beauty,Drama,,1996
782,The fan,Thriller,,1996
783,The hunchback of notre dame,Animation|Children's|Musical,,1996
784,The cable guy,Comedy,,1996
785,Kingpin,Comedy,,1996
786,Eraser,Action|Thriller,,1996
787,The gate of heavenly peace,Documentary,,1995
788,The nutty professor,Comedy|Fantasy|Romance|Sci-Fi,,1996
789,IWorst of All,Drama,Yola peor de todas,1990
790,An Unforgettable Summer,Drama,,1994
791,The last klezmer: leopold kozlowskihis life and music,Documentary,,1995
792,A hungarian fairy tale,Fantasy,,1987
793,My Life and Times With Antonin Artaud,Drama,En compagnie d'Antonin Artaud,1993
794,Midnight Dancers,Comedy|Drama,Sibak,1994
795,Somebody to Love,Drama,,1994
796,A very natural thing,Drama,,1974
797,The old lady who walked in the sea,Comedy,La vieille qui marchait dans la mer,1991
798,Daylight,Action|Adventure|Thriller,,1996
799,The frighteners,Comedy|Horror,,1996
800,Lone Star,Drama|Mystery,,1996
801,Harriet the Spy,Children's|Comedy,,1996
802,Phenomenon,Drama|Romance,,1996
803,Walking and Talking,Romance,,1996
804,She's the One,Comedy|Romance,,1996
805,A time to kill,Drama,,1996
806,American Buffalo,Drama,,1996
807,Rendezvous in Paris,Comedy|Romance,Rendez-vous de ParisLes,1995
808,Alaska,Adventure|Children's,,1996
809,Fled,Action|Adventure,,1996
810,Kazaam,Children's|Comedy|Fantasy,,1996
811,Der bewegte mann,Comedy,,1994
812,Magic Hunter,Drama,,1994
813,Larger Than Life,Comedy,,1996
814,A boy called hate,Drama,,1995
815,Power 98,Action|Mystery|Thriller,,1995
816,Two Deaths,Drama,,1995
818,A very brady sequel,Comedy,,1996
819,Stefano Quantestorie,Comedy|Drama,,1993
820,Death in the Garden,Drama,La mort en ce jardin,1956
821,The crude oasis,Romance,,1995
822,Hedd Wyn,Drama,,1992
823,La collectionneuse,Drama,,1967
824,Kaspar Hauser,Drama,,1993
825,Echte Kerle,Comedy|Romance,,1996
826,Diebinnen,Drama,,1995
827,The convent,Drama,ConventoO,1995
828,The adventures of pinocchio,Adventure|Children's,,1996
829,Joe's Apartment,Comedy|Musical,,1996
830,The first wives club,Comedy,,1996
831,Stonewall,Drama,,1995
832,Ransom,Drama|Thriller,,1996
833,High School High,Comedy,,1996
834,Phat Beach,Comedy,,1996
835,Foxfire,Drama,,1996
836,Chain Reaction,Action|Adventure|Thriller,,1996
837,Matilda,Children's|Comedy,,1996
838,Emma,Comedy|Drama|Romance,,1996
839,The crow: city of angels,Action|Thriller,,1996
840,House Arrest,Comedy,,1996
841,Eyes Without a Face,Horror,,1959
842,Tales from the Crypt Presents: Bordello of Blood,Horror,,1996
843,Lotto Land,Drama,,1995
844,The story of xinghua,Drama,,1993
845,The day the sun turned cold,Drama,Tianguo niezi,1994
846,Flirt,Drama,,1995
847,The big squeeze,Comedy|Drama,,1996
848,The spitfire grill,Drama,,1996
849,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,,1996
850,Cyclo,Crime|Drama,,1995
851,Basquiat,Drama,,1996
852,Tin Cup,Comedy|Romance,,1996
853,Dingo,Drama,,1992
854,The ballad of narayama,Drama,Narayama Bushiko,1958
855,Every Other Weekend,Drama,,1990
856,Mille bolle blu,Comedy,,1993
857,Crows and Sparrows,Drama,,1949
858,The godfather,Action|Crime|Drama,,1972
859,The hippie revolution,Documentary,,1996
860,MaybeMaybe Not,Comedy,Der bewegte mann,1994
861,Supercop,Action|Thriller,,1992
862,Manny & Lo,Drama,,1996
863,Celestial Clockwork,Comedy,,1994
864,The wife,Comedy|Drama,,1995
865,Small Faces,Drama,,1995
866,Bound,Crime|Drama|Romance|Thriller,,1996
867,Carpool,Comedy|Crime,,1996
868,Death in Brunswick,Comedy,,1991
869,Kansas City,Crime,,1996
870,Gone Fishin',Comedy,,1997
871,Lover's Knot,Comedy,,1996
872,Aiqing wansui,Drama,,1994
873,Shadow of Angels,Drama,Schatten der Engel,1976
874,Killer: A Journal of Murder,Crime|Drama,,1995
875,Nothing to Lose,Drama,,1994
876,Police Story 4: Project S,Action,Chao ji ji hua,1993
877,Girls Town,Drama,,1996
878,Bye-Bye,Drama,,1995
879,The relic,Horror,,1997
880,The island of dr. moreau,Sci-Fi|Thriller,,1996
881,First Kid,Children's|Comedy,,1996
882,The trigger effect,Drama|Thriller,,1996
884,Sweet Nothing,Drama,,1995
885,Bogus,Children's|Drama|Fantasy,,1996
886,Bulletproof,Action,,1996
887,Talk of Angels,Drama,,1998
888,Land Before Time III: The Time of the Great Giving,Animation|Children's,,1995
889,1-900,Romance,,1994
890,Baton Rouge,Thriller,,1988
891,Halloween: The Curse of Michael Myers,Horror|Thriller,,1995
892,Twelfth Night,Comedy|Drama|Romance,,1996
893,Mother Night,Drama,,1996
894,Liebelei,Romance,,1933
895,Venice/Venice,Drama,,1992
896,Wild Reeds,Drama,,1994
897,For Whom the Bell Tolls,Adventure|War,,1943
898,The philadelphia story,Comedy|Romance,,1940
899,Singin' in the Rain,Musical|Romance,,1952
900,An american in paris,Musical|Romance,,1951
901,Funny Face,Comedy|Musical,,1957
902,Breakfast at Tiffany's,Drama|Romance,,1961
903,Vertigo,Mystery|Thriller,,1958
904,Rear Window,Mystery|Thriller,,1954
905,It Happened One Night,Comedy,,1934
906,Gaslight,Mystery|Thriller,,1944
907,The gay divorcee,Comedy|Musical|Romance,,1934
908,North by Northwest,Drama|Thriller,,1959
909,The apartment,Comedy|Drama,,1960
910,Some Like It Hot,Comedy|Crime,,1959
911,Charade,Comedy|Mystery|Romance|Thriller,,1963
912,Casablanca,Drama|Romance|War,,1942
913,The maltese falcon,Film-Noir|Mystery,,1941
914,My Fair Lady,Musical|Romance,,1964
915,Sabrina,Comedy|Romance,,1954
916,Roman Holiday,Comedy|Romance,,1953
917,The little princess,Children's|Drama,,1939
918,Meet Me in St. Louis,Musical,,1944
919,The wizard of oz,Adventure|Children's|Drama|Musical,,1939
920,Gone with the Wind,Drama|Romance|War,,1939
921,My Favorite Year,Comedy,,1982
922,Sunset Blvd.,Film-Noir, Sunset Boulevard,1950
923,Citizen Kane,Drama,,1941
924,2001: A Space Odyssey,Drama|Mystery|Sci-Fi|Thriller,,1968
925,Golden Earrings,Adventure|Romance,,1947
926,All About Eve,Drama,,1950
927,The women,Comedy,,1939
928,Rebecca,Romance|Thriller,,1940
929,Foreign Correspondent,Thriller,,1940
930,Notorious,Film-Noir|Romance|Thriller,,1946
931,Spellbound,Mystery|Romance|Thriller,,1945
932,An affair to remember,Romance,,1957
933,To Catch a Thief,Comedy|Romance|Thriller,,1955
934,Father of the Bride,Comedy,,1950
935,The band wagon,Comedy|Musical,,1953
936,Ninotchka,Comedy|Romance,,1939
937,Love in the Afternoon,Comedy|Romance,,1957
938,Gigi,Musical,,1958
939,The reluctant debutante,Comedy|Drama,,1958
940,The adventures of robin hood,Action|Adventure,,1938
941,The mark of zorro,Adventure,,1940
942,Laura,Crime|Film-Noir|Mystery,,1944
943,The ghost and mrs. muir,Drama|Romance,,1947
944,Lost Horizon,Drama,,1937
945,Top Hat,Comedy|Musical|Romance,,1935
946,To Be or Not to Be,Comedy|Drama|War,,1942
947,My Man Godfrey,Comedy,,1936
948,Giant,Drama,,1956
949,East of Eden,Drama,,1955
950,The thin man,Mystery,,1934
951,His Girl Friday,Comedy,,1940
952,Around the World in 80 Days,Adventure|Comedy,,1956
953,It's a Wonderful Life,Drama,,1946
954,Mr. Smith Goes to Washington,Drama,,1939
955,Bringing Up Baby,Comedy,,1938
956,Penny Serenade,Drama|Romance,,1941
957,The scarlet letter,Drama,,1926
958,Lady of Burlesque,Comedy|Mystery,,1943
959,Of Human Bondage,Drama,,1934
960,Angel on My Shoulder,Crime|Drama,,1946
961,Little Lord Fauntleroy,Drama,,1936
962,They Made Me a Criminal,Crime|Drama,,1939
963,The inspector general,Musical,,1949
964,Angel and the Badman,Western,,1947
965,The 39 steps,Thriller,,1935
966,A walk in the sun,Drama,,1945
967,The outlaw,Western,,1943
968,Night of the Living Dead,Horror|Sci-Fi,,1968
969,The african queen,Action|Adventure|Romance|War,,1951
970,Beat the Devil,Comedy|Drama,,1954
971,Cat on a Hot Tin Roof,Drama,,1958
972,The last time i saw paris,Drama,,1954
973,Meet John Doe,Drama,,1941
974,Algiers,Drama|Romance,,1938
975,Something to Sing About,Comedy|Musical,,1937
976,A farewell to arms,Romance|War,,1932
977,Moonlight Murder,Mystery,,1936
978,The blue angel,Drama,Der blaue engel,1930
979,Nothing Personal,Drama|War,,1995
980,In the Line of Duty 2,Action,,1987
981,Dangerous Ground,Drama,,1997
982,Picnic,Drama,,1955
983,Madagascar Skin,Romance,,1995
984,The pompatus of love,Comedy|Drama,,1996
985,Small Wonders,Documentary,,1996
986,Fly Away Home,Adventure|Children's,,1996
987,Bliss,Drama|Romance,,1997
988,Grace of My Heart,Comedy|Drama,,1996
989,Schlafes Bruder,Drama,Brother of Sleep,1995
990,Maximum Risk,Action|Adventure|Thriller,,1996
991,Michael Collins,Drama|War,,1996
992,The rich man's wife,Thriller,,1996
993,Infinity,Drama,,1996
994,Big Night,Drama,,1996
996,Last Man Standing,Action|Drama|Western,,1996
997,Caught,Drama|Thriller,,1996
998,Set It Off,Action|Crime,,1996
999,2 Days in the Valley,Crime,,1996
1000,Curdled,Crime,,1996
1001,The associate,Comedy,L'Associe,1982
1002,Ed's Next Move,Comedy,,1996
1003,Extreme Measures,Drama|Thriller,,1996
1004,The glimmer man,Action|Thriller,,1996
1005,D3: The Mighty Ducks,Children's|Comedy,,1996
1006,The chamber,Drama,,1996
1007,The apple dumpling gang,Children's|Comedy|Western,,1975
1008,Davy CrockettKing of the Wild Frontier,Western,,1955
1009,Escape to Witch Mountain,Adventure|Children's|Fantasy,,1975
1010,The love bug,Children's|Comedy,,1969
1011,Herbie Rides Again,Adventure|Children's|Comedy,,1974
1012,Old Yeller,Children's|Drama,,1957
1013,The parent trap,Children's|Drama,,1961
1014,Pollyanna,Children's|Comedy|Drama,,1960
1015,Homeward Bound: The Incredible Journey,Adventure|Children's,,1993
1016,The shaggy dog,Children's|Comedy,,1959
1017,Swiss Family Robinson,Adventure|Children's,,1960
1018,That Darn Cat!,Children's|Comedy|Mystery,,1965
1019,"20,000 Leagues Under the Sea",Adventure|Children's|Fantasy|Sci-Fi,,1954
1020,Cool Runnings,Comedy,,1993
1021,Angels in the Outfield,Children's|Comedy,,1994
1022,Cinderella,Animation|Children's|Musical,,1950
1023,Winnie the Pooh and the Blustery Day,Animation|Children's,,1968
1024,The three caballeros,Animation|Children's|Musical,,1945
1025,The sword in the stone,Animation|Children's,,1963
1026,So Dear to My Heart,Children's|Drama,,1949
1027,Robin Hood: Prince of Thieves,Drama,,1991
1028,Mary Poppins,Children's|Comedy|Musical,,1964
1029,Dumbo,Animation|Children's|Musical,,1941
1030,Pete's Dragon,Adventure|Animation|Children's|Musical,,1977
1031,Bedknobs and Broomsticks,Adventure|Children's|Musical,,1971
1032,Alice in Wonderland,Animation|Children's|Musical,,1951
1033,The fox and the hound,Animation|Children's,,1981
1034,Freeway,Crime,,1996
1035,The sound of music,Musical,,1965
1036,Die Hard,Action|Thriller,,1988
1037,The lawnmower man,Action|Sci-Fi|Thriller,,1992
1038,Unhook the Stars,Drama,,1996
1039,Synthetic Pleasures,Documentary,,1995
1040,The secret agent,Drama,,1996
1041,Secrets & Lies,Drama,,1996
1042,That Thing You Do!,Comedy,,1996
1043,To Gillian on Her 37th Birthday,Drama|Romance,,1996
1044,Surviving Picasso,Drama,,1996
1045,Love Is All There Is,Comedy|Drama,,1996
1046,Beautiful Thing,Drama|Romance,,1996
1047,The long kiss goodnight,Action|Thriller,,1996
1049,The ghost and the darkness,Action|Adventure,,1996
1050,Looking for Richard,Documentary|Drama,,1996
1051,Trees Lounge,Drama,,1996
1052,The proprietor,Drama,,1996
1053,Normal Life,Crime|Drama,,1996
1054,Get on the Bus,Drama,,1996
1055,Shadow Conspiracy,Thriller,,1997
1056,Jude,Drama,,1996
1057,Everyone Says I Love You,Comedy|Musical|Romance,,1996
1058,Bitter Sugar,Drama,Azucar Amargo,1996
1059,William Shakespeare's Romeo and Juliet,Drama|Romance,,1996
1060,Swingers,Comedy|Drama,,1996
1061,Sleepers,Crime|Drama,,1996
1062,The sunchaser,Drama,,1996
1063,Johns,Drama,,1996
1064,Aladdin and the King of Thieves,Animation|Children's|Comedy,,1996
1065,The woman in question,Mystery,,1950
1066,Shall We Dance?,Comedy|Musical|Romance,,1937
1067,A damsel in distress,Comedy|Musical|Romance,,1937
1068,Crossfire,Crime|Film-Noir,,1947
1069,MurderMy Sweet,Film-Noir|Thriller,,1944
1070,Macao,Adventure,,1952
1071,For the Moment,Romance|War,,1994
1073,Willy Wonka and the Chocolate Factory,Adventure|Children's|Comedy|Fantasy,,1971
1075,The sexual life of the belgians,Comedy,,1994
1076,The innocents,Thriller,,1961
1077,Sleeper,Comedy|Sci-Fi,,1973
1078,Bananas,Comedy|War,,1971
1079,A fish called wanda,Comedy,,1988
1080,Monty Python's Life of Brian,Comedy,,1979
1081,Victor/Victoria,Comedy|Musical,,1982
1082,The candidate,Drama,,1972
1083,The great race,Comedy|Musical,,1965
1084,Bonnie and Clyde,Crime|Drama,,1967
1085,The old man and the sea,Adventure|Drama,,1958
1086,Dial M for Murder,Mystery|Thriller,,1954
1087,Madame Butterfly,Musical,,1995
1088,Dirty Dancing,Musical|Romance,,1987
1089,Reservoir Dogs,Crime|Thriller,,1992
1090,Platoon,Drama|War,,1986
1091,Weekend at Bernie's,Comedy,,1989
1092,Basic Instinct,Mystery|Thriller,,1992
1093,The doors,Drama|Musical,,1991
1094,The crying game,Drama|Romance|War,,1992
1095,Glengarry Glen Ross,Drama,,1992
1096,Sophie's Choice,Drama,,1982
1097,E.T. the Extra-Terrestrial,Children's|Drama|Fantasy|Sci-Fi,,1982
1098,The search for one-eye jimmy,Comedy,,1996
1099,A christmas carol,Drama,,1938
1100,Days of Thunder,Action|Romance,,1990
1101,Top Gun,Action|Romance,,1986
1102,American Strays,Action,,1996
1103,Rebel Without a Cause,Drama,,1955
1104,A streetcar named desire,Drama,,1951
1105,Children of the Corn IV: The Gathering,Horror,,1996
1106,The leopard son,Documentary,,1996
1107,Loser,Comedy,,1991
1108,Prerokbe Ognja,Documentary,,1995
1109,Charm's Incidents,Drama,,1996
1110,Bird of Prey,Action,,1996
1111,Microcosmos,Documentary,Microcosmos: Le peuple de l'herbe,1996
1112,Palookaville,Action|Drama,,1996
1113,The associate,Comedy,,1996
1114,The funeral,Drama,,1996
1115,Sleepover,Comedy|Drama,,1995
1116,A single girl,Drama,La Fille Seule,1995
1117,The eighth day,Drama,Le Huitième jour,1996
1118,Tashunga,Adventure|Western,,1995
1119,Drunks,Drama,,1997
1120,The people vs. larry flynt,Drama,,1996
1121,Glory Daze,Drama,,1996
1122,Plutonium Circus,Documentary,,1995
1123,A perfect candidate,Documentary,,1996
1124,On Golden Pond,Drama,,1981
1125,The return of the pink panther,Comedy,,1974
1126,Drop Dead Fred,Comedy|Fantasy,,1991
1127,The abyss,Action|Adventure|Sci-Fi|Thriller,,1989
1128,The fog,Horror,,1980
1129,Escape from New York,Action|Adventure|Sci-Fi|Thriller,,1981
1130,The howling,Horror,,1980
1131,Jean de Florette,Drama,,1986
1132,Manon of the Spring,Drama,Manon des sources,1986
1133,Talking About Sex,Comedy|Drama,,1994
1134,Johnny 100 Pesos,Action|Drama,,1993
1135,Private Benjamin,Comedy,,1980
1136,Monty Python and the Holy Grail,Comedy,,1974
1137,Hustler White,Romance,,1996
1138,Dadetown,Documentary,,1995
1139,Everything Relative,Drama,,1996
1140,Entertaining Angels: The Dorothy Day Story,Drama,,1996
1141,Hoogste tijd,Drama,,1995
1142,Get Over It,Drama,,1996
1143,Three Lives and Only One Death,Comedy,,1996
1144,The line king: al hirschfeld,Documentary,,1996
1145,Snowriders,Documentary,,1996
1146,Curtis's Charm,Comedy|Drama,,1995
1147,When We Were Kings,Documentary,,1996
1148,The wrong trousers,Animation|Comedy,,1993
1149,JLG/JLG - autoportrait de décembre,Documentary|Drama,,1994
1150,The return of martin guerre,Drama,Le retour de martin guerre,1982
1151,Faust,Animation|Comedy|Thriller,,1994
1152,He Walked by Night,Crime|Film-Noir|Thriller,,1948
1153,Raw Deal,Film-Noir,,1948
1154,T-Men,Film-Noir,,1947
1155,The invitation,Drama,Zaproszenie,1986
1156,The children are watching us,Drama,I bambini ci guardano,1942
1157,La symphonie pastorale,Drama,,1946
1158,Here Comes Cookie,Comedy,,1935
1159,Love in Bloom,Romance,,1935
1160,Six of a Kind,Comedy,,1934
1161,The tin drum,Drama,BlechtrommelDie,1979
1162,The ruling class,Comedy,,1972
1163,Mina Tannenbaum,Drama,,1994
1164,Two or Three Things I Know About Her,Drama,,1966
1165,The bloody child,Drama|Thriller,,1996
1166,Farmer & Chase,Comedy,,1995
1167,Dear God,Comedy,,1996
1168,Bad Moon,Horror,,1996
1169,American Dream,Documentary,,1990
1170,Best of the Best 3: No Turning Back,Action,,1995
1171,Bob Roberts,Comedy,,1992
1172,Cinema Paradiso,Comedy|Drama|Romance,,1988
1173,The cook the thief his wife & her lover,Drama,,1989
1174,Grosse Fatigue,Comedy,,1994
1175,Delicatessen,Comedy|Sci-Fi,,1991
1176,The double life of veronique,Drama,La Double Vie de Véronique,1991
1177,Enchanted April,Drama,,1991
1178,Paths of Glory,Drama|War,,1957
1179,The grifters,Crime|Drama|Film-Noir,,1990
1180,Hear My Song,Comedy,,1991
1181,The shooter,Action,,1995
1183,The english patient,Drama|Romance|War,,1996
1184,Mediterraneo,Comedy|War,,1991
1185,My Left Foot,Drama,,1989
1186,SexLiesand Videotape,Drama,,1989
1187,Passion Fish,Drama,,1992
1188,Strictly Ballroom,Comedy|Romance,,1992
1189,The thin blue line,Documentary,,1988
1190,Tie Me Up! Tie Me Down!,Drama,,1990
1191,Madonna: Truth or Dare,Documentary,,1991
1192,Paris Is Burning,Documentary,,1990
1193,One Flew Over the Cuckoo's Nest,Drama,,1975
1194,Up in Smoke,Comedy,,1978
1196,Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Drama|Sci-Fi|War,,1980
1197,The princess bride,Action|Adventure|Comedy|Romance,,1987
1198,Raiders of the Lost Ark,Action|Adventure,,1981
1199,Brazil,Sci-Fi,,1985
1200,Aliens,Action|Sci-Fi|Thriller|War,,1986
1201,The goodthe bad and the ugly,Action|Western,,1966
1202,I withnail and,Comedy,,1987
1203,12 Angry Men,Drama,,1957
1204,Lawrence of Arabia,Adventure|War,,1962
1205,The transformers: the movie,Action|Animation|Children's|Sci-Fi|Thriller|War,,1986
1206,A clockwork orange,Sci-Fi,,1971
1207,To Kill a Mockingbird,Drama,,1962
1208,Apocalypse Now,Drama|War,,1979
1209,Once Upon a Time in the West,Western,,1969
1210,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Romance|Sci-Fi|War,,1983
1211,Wings of Desire,Comedy|Drama|Romance,Der Himmel über Berlin,1987
1212,The third man,Mystery|Thriller,,1949
1213,GoodFellas,Crime|Drama,,1990
1214,Alien,Action|Horror|Sci-Fi|Thriller,,1979
1215,Army of Darkness,Action|Adventure|Comedy|Horror|Sci-Fi,,1993
1216,The big blue,Adventure|Romance,Le Grand Bleu,1988
1217,Ran,Drama|War,,1985
1218,The killer,Action|Thriller,Die xue shuang xiong,1989
1219,Psycho,Horror|Thriller,,1960
1220,The blues brothers,Action|Comedy|Musical,,1980
1221,The godfather: part ii,Action|Crime|Drama,,1974
1222,Full Metal Jacket,Action|Drama|War,,1987
1223,A grand day out,Animation|Comedy,,1992
1224,Henry V,Drama|War,,1989
1225,Amadeus,Drama,,1984
1226,The quiet man,Comedy|Romance,,1952
1227,Once Upon a Time in America,Crime|Drama|Thriller,,1984
1228,Raging Bull,Drama,,1980
1230,Annie Hall,Comedy|Romance,,1977
1231,The right stuff,Drama,,1983
1232,Stalker,Mystery|Sci-Fi,,1979
1233,The boat,Action|Drama|War,Das Boot,1981
1234,The sting,Comedy|Crime,,1973
1235,Harold and Maude,Comedy,,1971
1236,Trust,Comedy|Drama,,1990
1237,The seventh seal,Drama,Sjunde insegletDet,1957
1238,Local Hero,Comedy,,1983
1240,The terminator,Action|Sci-Fi|Thriller,,1984
1241,Braindead,Comedy|Horror,,1992
1242,Glory,Action|Drama|War,,1989
1243,Rosencrantz and Guildenstern Are Dead,Comedy|Drama,,1990
1244,Manhattan,Comedy|Drama|Romance,,1979
1245,Miller's Crossing,Drama,,1990
1246,Dead Poets Society,Drama,,1989
1247,The graduate,Drama|Romance,,1967
1248,Touch of Evil,Crime|Film-Noir|Thriller,,1958
1249,Nikita,Thriller,La Femme Nikita,1990
1250,The bridge on the river kwai,Drama|War,,1957
1251,8 1/2,Drama,,1963
1252,Chinatown,Film-Noir|Mystery|Thriller,,1974
1253,The day the earth stood still,Drama|Sci-Fi,,1951
1254,The treasure of the sierra madre,Adventure,,1948
1255,Bad Taste,Comedy|Horror,,1987
1256,Duck Soup,Comedy|War,,1933
1257,Better Off Dead...,Comedy,,1985
1258,The shining,Horror,,1980
1259,Stand by Me,Adventure|Comedy|Drama,,1986
1260,M,Crime|Film-Noir|Thriller,,1931
1261,Evil Dead II,Action|Adventure|Comedy|Horror,Dead By Dawn,1987
1262,The great escape,Adventure|War,,1963
1263,The deer hunter,Drama|War,,1978
1264,Diva,Action|Drama|Mystery|Romance|Thriller,,1981
1265,Groundhog Day,Comedy|Romance,,1993
1266,Unforgiven,Western,,1992
1267,The manchurian candidate,Film-Noir|Thriller,,1962
1268,Pump Up the Volume,Drama,,1990
1269,Arsenic and Old Lace,Comedy|Mystery|Thriller,,1944
1270,Back to the Future,Comedy|Sci-Fi,,1985
1271,Fried Green Tomatoes,Drama,,1991
